station_id,name,short_name,latitude,longitude,region_id,rental_methods,capacity,eightd_has_key_dispenser,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,eightd_has_available_keys,last_reported
3231,E 67 St & Park Ave,6932.14,40.767800801481322,-73.965920805931091,71,"KEY,CREDITCARD",39,false,0,0,39,0,true,true,true,false,2019-09-02 00:00:00
485,W 37 St & 5 Ave,6398.06,40.75038009,-73.98338988,71,"KEY,CREDITCARD",40,false,0,3,37,0,true,true,true,false,2019-09-02 00:00:00
3536,W 116 St & Broadway,7713.11,40.8082,-73.9641,71,"KEY,CREDITCARD",43,false,0,0,43,0,true,true,true,false,2019-09-02 00:00:00
3538,W 110 St & Amsterdam Ave,7646.04,40.802692,-73.96295,71,"KEY,CREDITCARD",45,false,0,0,45,0,true,true,true,false,2019-09-01 00:00:00
484,W 44 St & 5 Ave,6551.02,40.75500254,-73.98014437,71,"KEY,CREDITCARD",46,false,0,1,45,0,true,true,true,false,2019-09-02 00:00:00
3143,5 Ave & E 78 St,7161.08,40.776321421822708,-73.964273929595947,71,"KEY,CREDITCARD",47,false,0,1,46,0,true,true,true,false,2019-09-02 00:00:00
3146,E 81 St & 3 Ave,7154.07,40.77573034,-73.9567526,71,"KEY,CREDITCARD",47,false,0,0,47,0,true,true,true,false,2019-09-02 00:00:00
3134,3 Ave & E 62 St,6762.04,40.76312584,-73.96526895,71,"KEY,CREDITCARD",51,false,0,0,51,0,true,true,true,false,2019-09-02 00:00:00
3640,Journal Square,JC103,40.73367,-74.0625,70,"KEY,CREDITCARD",18,false,1,0,17,0,true,true,true,false,2019-09-01 00:00:00
3564,21 St & 36 Ave,6729.02,40.7601853,-73.9362726,71,"KEY,CREDITCARD",19,false,1,0,18,0,true,true,true,false,2019-09-01 00:00:00
3063,Nostrand Ave & Myrtle Ave,4707.04,40.69527008,-73.95238108,71,"KEY,CREDITCARD",20,false,1,1,18,0,true,true,true,false,2019-09-02 00:00:00
3047,Halsey St & Tompkins Ave,4319.07,40.6823687,-73.944118,71,"KEY,CREDITCARD",21,false,1,0,20,0,true,true,true,false,2019-09-02 00:00:00
3297,6 St & 7 Ave,3834.10,40.6686627,-73.97988067,71,"KEY,CREDITCARD",21,false,1,0,20,0,true,true,true,false,2019-09-01 00:00:00
3673,Dean St & Franklin Ave,4107.13,40.677592069373759,-73.955637216568,71,"KEY,CREDITCARD",21,false,1,0,20,0,true,true,true,false,2019-09-02 00:00:00
3765,Bushwick Ave & Stagg St,5140.06,40.709897,-73.94008,71,"KEY,CREDITCARD",21,false,1,1,19,0,true,true,true,false,2019-09-02 00:00:00
3481,York St,JC096,40.71649,-74.04105,70,"KEY,CREDITCARD",22,false,1,0,21,0,true,true,true,false,2019-09-01 00:00:00
3787,Dock 72 Way & Market St,4804.02,40.69985,-73.97141,71,"KEY,CREDITCARD",22,false,1,0,21,0,true,true,true,false,2019-09-01 00:00:00
3062,Myrtle Ave & Marcy Ave,4707.03,40.69539817,-73.94954908,71,"KEY,CREDITCARD",23,true,1,0,22,0,true,true,true,true,2019-09-02 00:00:00
3405,5 St & 6 Ave,3874.01,40.6704836,-73.98208968,71,"KEY,CREDITCARD",23,false,1,0,22,0,true,true,true,false,2019-09-02 00:00:00
3585,Union St & Bedford Ave,3879.04,40.6691783,-73.9554162,71,"KEY,CREDITCARD",24,false,1,0,23,0,true,true,true,false,2019-09-02 00:00:00
396,Lefferts Pl & Franklin Ave,4222.02,40.680342423,-73.9557689392,71,"KEY,CREDITCARD",25,false,1,0,24,0,true,true,true,false,2019-09-02 00:00:00
3300,Prospect Park West & 8 St,3722.04,40.66514681533792,-73.976376056671143,71,"KEY,CREDITCARD",25,true,1,0,24,0,true,true,true,true,2019-09-02 00:00:00
3523,24 Ave & 29 St,7119.04,40.7729,-73.916142,71,"KEY,CREDITCARD",25,false,1,0,24,0,true,true,true,false,2019-09-02 00:00:00
3561,37 Ave & 35 St,6529.02,40.7531106,-73.9279917,71,"KEY,CREDITCARD",26,false,1,0,25,0,true,true,true,false,2019-09-02 00:00:00
3044,Albany Ave & Fulton St,4237.02,40.6800105,-73.938475,71,"KEY,CREDITCARD",27,false,1,0,26,0,true,true,true,false,2019-09-01 00:00:00
3542,Amsterdam Ave & W 119 St,7727.07,40.8086249,-73.9596214,71,"KEY,CREDITCARD",29,false,1,0,28,0,true,true,true,false,2019-09-02 00:00:00
3349,Grand Army Plaza & Plaza St West,4010.15,40.6729679,-73.97087984,71,"KEY,CREDITCARD",30,false,1,1,28,0,true,true,true,false,2019-09-02 00:00:00
398,Atlantic Ave & Furman St,4614.04,40.69165183,-73.9999786,71,"KEY,CREDITCARD",31,false,1,1,29,0,true,true,true,false,2019-09-02 00:00:00
3354,3 St & Prospect Park West,3865.05,40.668132,-73.97363831,71,"KEY,CREDITCARD",31,true,1,3,27,0,true,true,true,true,2019-09-01 00:00:00
3366,West End Ave & W 107 St,7650.05,40.8021174,-73.9681805305,71,"KEY,CREDITCARD",31,false,1,0,30,0,true,true,true,false,2019-09-02 00:00:00
3570,35 Ave & 37 St,6563.12,40.7557327,-73.9236611,71,"KEY,CREDITCARD",31,false,1,0,30,0,true,true,true,false,2019-09-02 00:00:00
3747,E 84 St & 3 Ave,7212.02,40.777553742988871,-73.955127596855164,71,"KEY,CREDITCARD",33,false,1,0,32,0,true,true,true,false,2019-09-02 00:00:00
3654,31 St & Northern Blvd,6495.17,40.751869514218747,-73.933492898941026,71,"KEY,CREDITCARD",35,false,1,0,34,0,true,true,true,false,2019-09-02 00:00:00
489,10 Ave & W 28 St,6459.04,40.75066386,-74.00176802,71,"KEY,CREDITCARD",37,false,1,1,35,0,true,true,true,false,2019-09-02 00:00:00
3233,E 48 St & 5 Ave,6626.01,40.757245679117261,-73.978059142827988,71,"KEY,CREDITCARD",39,false,1,0,38,0,true,true,true,false,2019-09-02 00:00:00
3301,Columbus Ave & W 95 St,7520.07,40.7919557,-73.968087,71,"KEY,CREDITCARD",39,false,1,1,37,0,true,true,true,false,2019-09-02 00:00:00
3429,Hanson Pl & Ashland Pl,4395.07,40.685068073081773,-73.977907598018632,71,"KEY,CREDITCARD",39,false,1,0,37,1,true,true,true,false,2019-09-02 00:00:00
168,W 18 St & 6 Ave,6064.08,40.73971301,-73.99456405,71,"KEY,CREDITCARD",47,false,1,1,45,0,true,true,true,false,2019-09-02 00:00:00
3809,W 55 St & 6 Ave,6809.09,40.763201,-73.978458,71,"KEY,CREDITCARD",53,false,1,0,52,0,true,true,true,false,2019-09-02 00:00:00
3680,E 43 St & 5 Ave,6551.03,40.754120810779256,-73.980251848697662,71,"KEY,CREDITCARD",55,false,1,1,53,0,true,true,true,false,2019-09-02 00:00:00
3714,Division Av & Hooper St,5045.05,40.706842031013252,-73.9544353965357,71,"KEY,CREDITCARD",61,false,1,1,59,0,true,true,true,false,2019-09-02 00:00:00
490,8 Ave & W 33 St,6450.12,40.751551,-73.993934,71,"KEY,CREDITCARD",66,false,1,3,62,0,true,true,true,false,2019-09-02 00:00:00
3595,35 St & Broadway,6750.16,40.760339,-73.9222427,71,"KEY,CREDITCARD",18,false,2,0,16,0,true,true,true,false,2019-09-02 00:00:00
3678,Fairmount Ave,JC093,40.725726137425568,-74.071959257125854,70,"KEY,CREDITCARD",18,false,2,0,16,0,true,true,true,false,2019-09-01 00:00:00
3071,Boerum St & Broadway,5004.02,40.70538077,-73.94976519,71,"KEY,CREDITCARD",19,false,2,0,17,0,true,true,true,false,2019-09-02 00:00:00
3249,Verona Pl & Fulton St,4124.04,40.6803560840434,-73.9476791024208,71,"KEY,CREDITCARD",19,false,2,0,17,0,true,true,true,false,2019-09-02 00:00:00
3598,Newton Rd & 44 St,6743.06,40.7595701,-73.9142678,71,"KEY,CREDITCARD",19,false,2,0,17,0,true,true,true,false,2019-09-02 00:00:00
3767,Powers St & Olive St,5210.01,40.71323,-73.93894,71,"KEY,CREDITCARD",19,false,2,1,16,0,true,true,true,false,2019-09-02 00:00:00
3603,31 Ave & 30 St,6857.09,40.7647,-73.9240312,71,"KEY,CREDITCARD",21,false,2,0,19,0,true,true,true,false,2019-09-02 00:00:00
3615,44 Dr & 21 St,6278.04,40.748,-73.9460927,71,"KEY,CREDITCARD",21,false,2,0,19,0,true,true,true,false,2019-09-02 00:00:00
3662,31 Ave & Steinway St,6782.07,40.761293897289086,-73.916916847229,71,"KEY,CREDITCARD",21,false,2,0,19,0,true,true,true,false,2019-09-02 00:00:00
3194,McGinley Square,JC055,40.7253399253558,-74.067622125148773,70,"KEY,CREDITCARD",22,false,2,1,19,0,true,true,true,false,2019-09-01 00:00:00
270,Adelphi St & Myrtle Ave,4620.02,40.69308257,-73.97178913,71,"KEY,CREDITCARD",23,false,2,0,21,0,true,true,true,false,2019-09-02 00:00:00
344,Monroe St & Bedford Ave,4368.05,40.6851443,-73.95380904,71,"KEY,CREDITCARD",23,false,2,0,21,0,true,true,true,false,2019-09-02 00:00:00
420,Clermont Ave & Lafayette Ave,4461.01,40.68764484,-73.96968902,71,"KEY,CREDITCARD",23,false,2,1,20,0,true,true,true,false,2019-09-02 00:00:00
3082,Hope St & Union Ave,5187.03,40.71167351,-73.95141312,71,"KEY,CREDITCARD",25,false,2,1,22,0,true,true,true,false,2019-09-02 00:00:00
3299,E 98 St & Park Ave,7443.17,40.78813,-73.95206,71,"KEY,CREDITCARD",25,false,2,0,23,0,true,true,true,false,2019-09-02 00:00:00
3573,35 St & 34 Ave,6679.11,40.7580583,-73.9242751,71,"KEY,CREDITCARD",25,false,2,0,23,0,true,true,true,false,2019-09-02 00:00:00
3597,43 St & Broadway,6670.03,40.7577284,-73.9166368,71,"KEY,CREDITCARD",25,false,2,2,21,0,true,true,true,false,2019-09-02 00:00:00
3618,27 St & Hunter St,6310.06,40.7485,-73.941275,71,"KEY,CREDITCARD",25,false,2,0,23,0,true,true,true,false,2019-09-02 00:00:00
372,Franklin Ave & Myrtle Ave,4715.01,40.694546087246025,-73.958013653755188,71,"KEY,CREDITCARD",27,false,2,0,25,0,true,true,true,false,2019-09-02 00:00:00
3078,Broadway & Roebling St,5125.07,40.709248262761569,-73.960631489753723,71,"KEY,CREDITCARD",27,false,2,1,24,0,true,true,true,false,2019-09-02 00:00:00
3526,31 St & 23 Ave,7144.01,40.7747878,-73.9125551,71,"KEY,CREDITCARD",27,false,2,0,25,0,true,true,true,false,2019-09-02 00:00:00
3576,Park Pl & Vanderbilt Ave,4083.13,40.6767,-73.969024,71,"KEY,CREDITCARD",27,false,2,0,25,0,true,true,true,false,2019-09-02 00:00:00
3581,Underhill Ave & Lincoln Pl,4042.08,40.6740123,-73.9671457,71,"KEY,CREDITCARD",27,false,2,0,25,0,true,true,true,false,2019-09-02 00:00:00
3788,E 12 St & 4 Av,5788.14,40.73269,-73.98974,71,"KEY,CREDITCARD",27,false,2,0,25,0,true,true,true,false,2019-09-02 00:00:00
3378,E 76 St & Park Ave,7128.08,40.773763,-73.96222088,71,"KEY,CREDITCARD",28,false,2,0,26,0,true,true,true,false,2019-09-02 00:00:00
3569,Franklin Ave & St Marks Ave,4107.05,40.6758324,-73.9561677,71,"KEY,CREDITCARD",29,false,2,0,27,0,true,true,true,false,2019-09-02 00:00:00
3664,North Moore St & Greenwich St,5470.12,40.720195214374648,-74.0103006362915,71,"KEY,CREDITCARD",30,false,2,0,27,1,true,true,true,false,2019-09-02 00:00:00
3137,5 Ave & E 73 St,7100.07,40.77282817,-73.96685276,71,"KEY,CREDITCARD",31,true,2,2,27,0,true,true,true,true,2019-09-02 00:00:00
3175,W 70 St & Amsterdam Ave,7207.08,40.77748046,-73.98288594,71,"KEY,CREDITCARD",31,false,2,0,29,0,true,true,true,false,2019-09-02 00:00:00
305,E 58 St & 3 Ave,6762.02,40.76095756,-73.96724467,71,"KEY,CREDITCARD",33,false,2,0,31,0,true,true,true,false,2019-09-02 00:00:00
483,E 12 St & 3 Ave,5788.12,40.73223272,-73.98889957,71,"KEY,CREDITCARD",34,false,2,0,32,0,true,true,true,false,2019-09-02 00:00:00
456,E 53 St & Madison Ave,6659.03,40.7597108,-73.97402311,71,"KEY,CREDITCARD",35,false,2,0,33,0,true,true,true,false,2019-09-02 00:00:00
3357,W 106 St & Amsterdam Ave,7634.01,40.8008363,-73.9664492472,71,"KEY,CREDITCARD",35,false,2,0,33,0,true,true,true,false,2019-09-02 00:00:00
3286,E 89 St & 3 Ave,7265.10,40.7806284,-73.9521667,71,"KEY,CREDITCARD",39,false,2,0,37,0,true,true,true,false,2019-09-02 00:00:00
520,W 52 St & 5 Ave,6700.01,40.75992262,-73.97648516,71,"KEY,CREDITCARD",41,false,2,0,39,0,true,true,true,false,2019-09-02 00:00:00
464,E 56 St & 3 Ave,6691.11,40.75934501,-73.96759673,71,"KEY,CREDITCARD",53,false,2,1,50,0,true,true,true,false,2019-09-02 00:00:00
267,Broadway & W 36 St,6441.01,40.75097711,-73.98765428,71,"KEY,CREDITCARD",54,false,2,2,50,0,true,true,true,false,2019-09-02 00:00:00
469,Broadway & W 53 St,6779.05,40.76344058,-73.98268129,71,"KEY,CREDITCARD",57,false,2,1,54,0,true,true,true,false,2019-09-02 00:00:00
468,Broadway & W 56 St,6847.02,40.7652654,-73.98192338,71,"KEY,CREDITCARD",65,false,2,3,60,0,true,true,true,false,2019-09-02 00:00:00
3278,Monmouth and 6th,JC075,40.725685483629007,-74.048790335655212,70,"KEY,CREDITCARD",14,false,3,1,10,0,true,true,true,false,2019-09-01 00:00:00
3281,Leonard Gordon Park,JC080,40.74590996631558,-74.0572714805603,70,"KEY,CREDITCARD",14,false,3,0,11,0,true,true,true,false,2019-09-01 00:00:00
3604,Rogers Ave & Sterling St,3696.05,40.6630619,-73.9538746,71,"KEY,CREDITCARD",17,false,3,1,13,0,true,true,true,false,2019-09-02 00:00:00
3094,Graham Ave & Withers St,5403.04,40.7169811,-73.94485918,71,"KEY,CREDITCARD",18,false,3,0,15,0,true,true,true,false,2019-09-01 00:00:00
3202,Newport PATH,JC066,40.7272235,-74.0337589,70,"KEY,CREDITCARD",18,false,3,0,15,0,true,true,true,false,2019-09-02 00:00:00
421,Clermont Ave & Park Ave,4692.01,40.69573398,-73.97129668,71,"KEY,CREDITCARD",19,false,3,0,16,0,true,true,true,false,2019-09-02 00:00:00
3048,Putnam Ave & Nostrand Ave,4327.09,40.68402,-73.94977,71,"KEY,CREDITCARD",19,false,3,0,16,0,true,true,true,false,2019-09-02 00:00:00
3060,Willoughby Ave & Tompkins Ave,4665.02,40.69425403,-73.94626915,71,"KEY,CREDITCARD",19,false,3,0,16,0,true,true,true,false,2019-09-02 00:00:00
3556,24 St & 41 Ave,6505.01,40.7527085,-73.9397405,71,"KEY,CREDITCARD",19,false,3,2,14,0,true,true,true,false,2019-09-01 00:00:00
3557,40 Ave & 9 St,6664.05,40.75742,-73.945133,71,"KEY,CREDITCARD",19,false,3,0,16,0,true,true,true,false,2019-09-02 00:00:00
3772,Devoe St & Morgan Ave,5282.02,40.713811,-73.93515,71,"KEY,CREDITCARD",19,false,3,0,16,0,true,true,true,false,2019-09-02 00:00:00
3061,Throop Ave & Myrtle Ave,4697.01,40.69622937,-73.94371094,71,"KEY,CREDITCARD",21,false,3,0,18,0,true,true,true,false,2019-09-02 00:00:00
3356,Amsterdam Ave & W 66 St,7149.05,40.7746671,-73.98470567,71,"KEY,CREDITCARD",21,false,3,0,18,0,true,true,true,false,2019-09-01 00:00:00
3606,49 Ave & 21 St,6128.04,40.74252,-73.948852,71,"KEY,CREDITCARD",21,false,3,0,18,0,true,true,true,false,2019-09-02 00:00:00
3056,Kosciuszko St & Nostrand Ave,4519.04,40.69072549,-73.95133465,71,"KEY,CREDITCARD",23,false,3,0,20,0,true,true,true,false,2019-09-02 00:00:00
3574,Prospect Pl & Underhill Ave,4116.08,40.6769694,-73.96579,71,"KEY,CREDITCARD",23,false,3,0,20,0,true,true,true,false,2019-09-01 00:00:00
3620,11 St & 43 Ave,6438.04,40.7519071,-73.9479119,71,"KEY,CREDITCARD",23,false,3,1,19,0,true,true,true,false,2019-09-02 00:00:00
3716,40 Ave & Crescent St,6462.05,40.753599202005596,-73.937956094741821,71,"KEY,CREDITCARD",23,false,3,0,20,0,true,true,true,false,2019-09-02 00:00:00
3041,Kingston Ave & Herkimer St,4205.06,40.67890679,-73.94142771,71,"KEY,CREDITCARD",24,false,3,2,19,0,true,true,true,false,2019-09-02 00:00:00
3383,Cathedral Pkwy & Broadway,7680.03,40.804213,-73.96699104,71,"KEY,CREDITCARD",25,false,3,0,22,0,true,true,true,false,2019-09-02 00:00:00
3416,7 Ave & Park Pl,4125.07,40.6776147,-73.97324283,71,"KEY,CREDITCARD",25,false,3,1,21,0,true,true,true,false,2019-09-02 00:00:00
3579,Sterling Pl & Bedford Ave,3993.03,40.672695,-73.954131,71,"KEY,CREDITCARD",25,false,3,0,22,0,true,true,true,false,2019-09-02 00:00:00
268,Howard St & Centre St,5422.04,40.71910537,-73.99973337,71,"KEY,CREDITCARD",27,false,3,1,23,0,true,true,true,false,2019-09-02 00:00:00
436,Hancock St & Bedford Ave,4255.05,40.68216564,-73.95399026,71,"KEY,CREDITCARD",27,false,3,0,24,0,true,true,true,false,2019-09-02 00:00:00
3121,Jackson Ave & 46 Rd,6203.02,40.74524768,-73.94733276,71,"KEY,CREDITCARD",27,false,3,0,24,0,true,true,true,false,2019-09-02 00:00:00
3304,6 Ave & 9 St,3803.09,40.668127,-73.98377641,71,"KEY,CREDITCARD",27,false,3,0,24,0,true,true,true,false,2019-09-02 00:00:00
3587,Carroll St & Washington Ave,3887.03,40.6686744,-73.9618148,71,"KEY,CREDITCARD",27,false,3,0,24,0,true,true,true,false,2019-09-02 00:00:00
3617,28 Ave & 35 St,6951.03,40.7671,-73.9169858,71,"KEY,CREDITCARD",27,false,3,0,24,0,true,true,true,false,2019-09-01 00:00:00
3708,W 13 St & 5 Ave,5947.04,40.735445,-73.99431,71,"KEY,CREDITCARD",29,false,3,0,26,0,true,true,true,false,2019-09-02 00:00:00
3086,Graham Ave & Conselyea St,5291.05,40.715143,-73.944507,71,"KEY,CREDITCARD",30,false,3,2,25,0,true,true,true,false,2019-09-02 00:00:00
3087,Metropolitan Ave & Meeker Ave,5300.05,40.71413311,-73.95234386,71,"KEY,CREDITCARD",30,false,3,1,26,0,true,true,true,false,2019-09-02 00:00:00
3580,St Johns Pl & Washington Ave,4001.09,40.6737236,-73.9631611,71,"KEY,CREDITCARD",30,false,3,0,27,0,true,true,true,false,2019-09-01 00:00:00
3628,Lenox Ave & W 117 St,7655.22,40.8025566,-73.9490782,71,"KEY,CREDITCARD",31,false,3,0,28,0,true,true,true,false,2019-09-02 00:00:00
3789,Fulton St & Irving Pl,4263.12,40.68186,-73.959432,71,"KEY,CREDITCARD",31,false,3,0,28,0,true,true,true,false,2019-09-02 00:00:00
151,Cleveland Pl & Spring St,5492.05,40.722103786686034,-73.997249007225037,71,"KEY,CREDITCARD",33,true,3,0,30,0,true,true,true,true,2019-09-02 00:00:00
3418,Plaza St West & Flatbush Ave,4010.13,40.6750207,-73.97111473,71,"KEY,CREDITCARD",33,true,3,0,30,0,true,true,true,true,2019-09-02 00:00:00
3126,44 Dr & Jackson Ave,6352.01,40.74718234,-73.9432635,71,"KEY,CREDITCARD",34,false,3,0,31,0,true,true,true,false,2019-09-02 00:00:00
3132,E 59 St & Madison Ave,6801.01,40.76350532,-73.97109243,71,"KEY,CREDITCARD",35,false,3,0,32,0,true,true,true,false,2019-09-02 00:00:00
3345,Madison Ave & E 99 St,7443.01,40.789485415532148,-73.952429294586182,71,"KEY,CREDITCARD",35,false,3,0,32,0,true,true,true,false,2019-09-02 00:00:00
3543,Morningside Dr & Amsterdam Ave,7741.04,40.810285063060029,-73.957364559173584,71,"KEY,CREDITCARD",35,false,3,0,32,0,true,true,true,false,2019-09-02 00:00:00
486,Broadway & W 29 St,6289.06,40.7462009,-73.98855723,71,"KEY,CREDITCARD",41,false,3,1,37,0,true,true,true,false,2019-09-02 00:00:00
3443,W 52 St & 6 Ave,6740.01,40.76132983124814,-73.979820013046265,71,"KEY,CREDITCARD",41,false,3,0,38,0,true,true,true,false,2019-09-02 00:00:00
379,W 31 St & 7 Ave,6331.01,40.749156,-73.9916,71,"KEY,CREDITCARD",42,false,3,1,38,0,true,true,true,false,2019-09-02 00:00:00
3152,3 Ave & E 71 St,6960.10,40.76873687,-73.96119945,71,"KEY,CREDITCARD",42,false,3,0,39,0,true,true,true,false,2019-09-01 00:00:00
3186,Grove St PATH,JC005,40.71958611647166,-74.043117463588715,70,"KEY,CREDITCARD",42,false,3,3,35,1,true,true,true,false,2019-09-02 00:00:00
3145,E 84 St & Park Ave,7243.04,40.77862688,-73.95772073,71,"KEY,CREDITCARD",45,false,3,0,42,0,true,true,true,false,2019-09-02 00:00:00
3136,5 Ave & E 63 St,6904.06,40.766368,-73.971518,71,"KEY,CREDITCARD",47,false,3,1,43,0,true,true,true,false,2019-09-02 00:00:00
3057,Kosciuszko St & Tompkins Ave,4553.04,40.69128258,-73.9452416,71,"KEY,CREDITCARD",18,false,4,0,14,0,true,true,true,false,2019-09-02 00:00:00
3220,5 Corners Library,JC018,40.734961020009514,-74.0595030784607,70,"KEY,CREDITCARD",18,false,4,0,14,0,true,true,true,false,2019-09-02 00:00:00
3677,Glenwood Ave,JC094,40.727551467300117,-74.071060717105865,70,"KEY,CREDITCARD",18,false,4,1,13,0,true,true,true,false,2019-09-01 00:00:00
120,Lexington Ave & Classon Ave,4452.03,40.68676793,-73.95928168,71,"KEY,CREDITCARD",19,false,4,0,15,0,true,true,true,false,2019-09-02 00:00:00
3054,Greene Ave & Throop Ave,4510.04,40.6894932,-73.942061,71,"KEY,CREDITCARD",19,false,4,1,14,0,true,true,true,false,2019-09-02 00:00:00
3088,Union Ave & Jackson St,5300.06,40.7160751,-73.952029,71,"KEY,CREDITCARD",19,false,4,0,15,0,true,true,true,false,2019-09-02 00:00:00
3050,Putnam Ave & Throop Ave,4392.04,40.6851532,-73.94111,71,"KEY,CREDITCARD",21,false,4,3,14,0,true,true,true,false,2019-09-01 00:00:00
